UAV_ID,Timestamp,Latitude,Longitude,Altitude,Velocity,Yaw,Pitch,Roll,Wind_Speed,Temperature,Obstacle_Distance,Battery_Level,Camera_Feed_Active,LiDAR_Detection,Task_ID,Task_Type,Task_Completion_Time,Task_Success,Coverage_Efficiency,Communication_Signal_Strength
1686,2025-01-01 00:49:00,30.145446656678818,-87.25193964451864,129.1607341471614,26.7442909967332,17.719529234674177,-19.87825763031573,4.6161674006903795,14.4123258132743,34.09274004103414,53.40277303847177,38.48289103576476,1,0,50,Recon,585.9252100163908,1,41.651491978661284,-56.315443385464974
1957,2025-01-01 00:50:00,33.50587558806597,-81.77385681486322,261.1493130530548,28.33725696525752,83.18910703481863,38.76050300061584,-20.709516321152705,10.006103127090295,14.264035855509913,37.91608639799434,23.726395366923327,1,1,51,Recon,255.28847698771057,0,48.19180479988298,-42.227309533737106
1562,2025-01-01 00:51:00,35.899176868546334,-85.76261746351237,218.1161976191773,39.000243051964745,323.0588582869374,-42.78200358273096,-8.628363392317233,17.881990722123184,17.1016672548601,34.027498223403086,76.4090517311196,0,0,52,Surveillance,384.74315417930666,0,40.0,-35.985436849328494
1875,2025-01-01 00:52:00,33.92244045099732,-83.3245010070853,192.95372922241913,32.97150300360844,92.22894519816778,17.70200890858772,11.820780836055775,18.397418682610855,35.95191385143356,62.083263277419285,88.02389892574334,1,1,53,Tracking,389.39000611981464,0,40.0,-31.7927102067221
1566,2025-01-01 00:53:00,34.37474922023729,-89.04464686165332,212.40179956348544,36.688493487767246,79.43438146382945,20.27937516622903,3.606958980560904,1.1031318120357092,34.99547716773359,89.09953746442648,54.725686545278435,0,1,54,Tracking,362.655680373691,1,64.92205828657279,-63.77240469837501
1243,2025-01-01 00:54:00,39.041586944937485,-83.76140675323427,421.39309731875386,41.08197142607025,49.725105530489,30.274071966935935,-6.812246140323886,16.412831207089575,12.408043668450102,49.61759261011153,94.28176600339438,1,0,55,Surveillance,553.9357015014559,0,40.0,-40.06477130786806
1831,2025-01-01 00:55:00,33.482554670233,-85.4823232126277,471.69122145274156,44.48811894632755,309.28023275288996,42.69953795746278,-4.785023891547485,0.7539478084534124,3.7206315817840867,82.47231640769202,67.22392574044797,0,0,56,Object Detection,424.198178538109,1,62.97043748397421,-69.46772011822317
1504,2025-01-01 00:56:00,35.13989489159811,-84.13391536824525,262.0410778110266,22.55501986889882,180.0209733087912,42.80417272409872,3.7266529573937675,7.343392513900453,9.65852172821321,40.21563818439675,70.40057083572185,1,1,57,Object Detection,278.0158222166623,1,61.07576212132186,-52.72128266272774
1130,2025-01-01 00:57:00,37.83653012741143,-88.31985792255136,462.44440085299885,31.52090821455612,242.96155309949572,-39.12509181901825,-29.64811632677032,10.845999512421582,9.388216426487485,10.239446279317654,87.6335361360616,1,0,58,Recon,525.685407643108,1,51.31090048148493,-71.00759257954005
1484,2025-01-01 00:58:00,33.9654278232127,-82.63126255055818,228.5982804991528,43.604323137567995,86.06389826701069,28.965539047761226,-25.28940789278341,2.962015972542549,4.343343749139697,6.1505736458638545,43.74401640414711,0,0,59,Recon,157.77396552262078,0,56.64820812654561,-62.63013191248306
1818,2025-01-01 00:59:00,36.22086700227874,-81.37202922456771,290.57479453751665,49.57804523860226,272.89455156403795,13.167894029164316,22.875484065780697,14.926276251381536,3.4289802166483287,5.1334371323677574,48.341257706210065,1,1,60,Object Detection,353.88784910962545,0,40.0,-33.43208163967704
1646,2025-01-01 01:00:00,38.62363708746745,-87.83260199909225,190.4115991263999,45.580772441750526,273.60199618635545,13.260792093578203,-25.327260654522554,0.16709408344277143,33.05314682398597,38.015014195766994,92.47615353557154,0,0,61,Object Detection,573.2972008496284,1,66.12304096579635,-72.69546501134569
1020,2025-01-01 01:01:00,39.49520623657642,-89.04285444479838,356.1904168703376,24.858690504975073,112.53528896698805,-33.44850660467747,12.408215772630307,3.3719809686807367,-6.506903965766916,33.72377508358421,92.0770796831011,1,1,62,Object Detection,397.71472013542285,1,70.03440077846109,-48.379955243240175
1840,2025-01-01 01:02:00,31.47073480929038,-89.76361413953664,491.59244606992354,17.806660688746017,147.84574788370182,13.5168449801088,25.202289846543152,11.615936597069513,23.88055910497971,71.79370236225695,98.11862209606967,1,1,63,Surveillance,501.16296325643316,1,57.67665867109494,-50.352286353629836
1166,2025-01-01 01:03:00,39.26587625161494,-83.58028499556734,341.39723841735145,29.575701496263548,75.4884998748723,43.4234322541123,-13.758983741896134,14.287751240745848,-1.3589974271773855,74.28215015848659,92.14706531533369,0,0,64,Surveillance,412.92279179440413,1,45.851353301909896,-73.96308236455067
1273,2025-01-01 01:04:00,34.92116293079538,-83.9290596391122,243.12563364541955,39.66565807344169,351.56196839624556,37.06367125855023,-7.770513776429144,18.332862053878323,7.22529466970316,5.085396883373983,30.189762882668873,1,1,65,Surveillance,513.2602663104608,0,40.0,-63.70104781155939
1387,2025-01-01 01:05:00,32.58244388298958,-84.5330258728593,359.12697839621137,29.702762830131903,232.4169277410282,-5.47824052756345,4.13528435068298,14.109933038692477,-6.922848293258157,22.112326288901496,85.89794289095899,0,0,66,Surveillance,570.0234551164315,1,45.51854679664498,-51.85092477423672
1600,2025-01-01 01:06:00,34.59135756238261,-87.68052903884025,149.16827138615503,29.32723453254674,336.4357970575856,-41.40468240425151,22.902538178315083,13.435585405097319,3.4986818427731023,27.42618501588997,52.78707824876753,0,1,67,Surveillance,207.37773286767788,1,43.74391974840873,-70.64106955057548
1315,2025-01-01 01:07:00,39.800325752854775,-86.09094004094486,455.4636321061595,43.529216843272025,109.21879570648794,-12.393585899981566,26.51433523562521,7.886822927013286,28.42105355586211,54.76119841428094,99.26410847567503,1,0,68,Surveillance,151.6169838786282,1,52.388156571904915,-39.96881717935923
1013,2025-01-01 01:08:00,34.9261809399287,-84.05523664813828,301.23358031193453,24.456151162687455,281.4807286788803,29.375128044049973,14.37379488667608,0.025688510536028275,34.25076622736293,14.451522390695025,57.78247714630409,1,0,69,Recon,321.35500517957155,1,73.49879511221462,-31.392174523262504
1241,2025-01-01 01:09:00,33.28751610287508,-85.03233141140831,279.7398968158568,44.391786992465825,275.70911179850714,18.13491913186494,-24.802814348718357,2.403185174712439,1.0763575951183526,13.394121940000037,64.30688660017765,1,1,70,Tracking,439.0057104850766,1,59.42842481435997,-69.2620300018764
1776,2025-01-01 01:10:00,36.33400854316726,-80.12214479785112,334.3459153814077,26.272192038068944,248.99603467195496,-3.6590709965439245,10.149249332091046,10.691090895120784,13.177391962946093,94.3788889207958,62.38199322054388,0,0,71,Recon,182.6832767183967,1,51.71992151277835,-70.6544017604712
1345,2025-01-01 01:11:00,32.40145618778193,-88.63560247443267,349.913545115761,23.129324227133576,347.6300310960481,-40.0408618357052,-5.381776687640276,13.502597716888394,13.516202396860319,80.4202907297781,45.73896238866222,0,0,72,Tracking,62.21478323229022,1,46.00403869152265,-57.25324641012777
1564,2025-01-01 01:12:00,30.758633281086638,-83.04855445952407,128.71032249060522,28.15959644798796,141.6799209982736,-6.579474495902765,-1.7579400305363038,8.34896567792925,33.67876528798671,18.06549020911703,26.001767111433452,1,0,73,Recon,245.1849625518209,0,51.82244713129087,-42.61173614299839
1897,2025-01-01 01:13:00,31.288797219106492,-85.95681231895708,373.046888489361,40.49787834699474,47.05823649231262,-2.787755425390486,-27.05109657928938,14.613580230567804,28.139952643790274,40.6567807905491,91.65209843215348,0,1,74,Recon,583.1840411526058,1,40.0,-65.91996948823743
1339,2025-01-01 01:14:00,31.280458389577724,-85.71800385074386,196.77267212621183,15.040081114559772,241.81518932786187,38.569997960472236,-18.53627163921851,10.437245906643575,15.653860918402493,35.56219992575655,84.21406500210294,0,1,75,Surveillance,435.2824287271572,1,60.02687412964326,-79.00600456513598
1091,2025-01-01 01:15:00,31.519026935122945,-82.82402234341824,385.58105300263594,17.856768634880694,262.55152817179425,12.697749322394351,17.430816452018867,1.4835239118862442,23.53736002358867,79.10040740654073,31.162142444773544,0,0,76,Surveillance,276.7157397282609,1,71.22078210326451,-52.9389685983553
1366,2025-01-01 01:16:00,31.3882717264941,-83.0756384867563,429.0139177536787,48.057793026523676,207.02180644517327,-16.9512375010816,-2.7624700171284147,3.8403250193589766,32.36775269546834,51.021291647812205,82.14146170800583,0,0,77,Tracking,163.99109256729378,1,56.50459961882079,-32.16997161163462
1955,2025-01-01 01:17:00,36.408747448032145,-80.08744006297812,421.5834030210081,17.019665095254297,74.45444152802266,2.2786438005649217,-11.90026550213107,16.799964464878858,-9.523052298722753,12.784973699346702,70.0677332840488,1,1,78,Tracking,252.28842382756338,0,44.897011851020004,-60.43615722965272
1454,2025-01-01 01:18:00,31.818800843991447,-88.71605710545875,321.0003869631556,32.709092717242186,181.60413900096793,-39.055022296005596,-6.95885556210251,14.49825493248879,10.14450155250243,73.89920631562438,52.73150303340978,1,1,79,Surveillance,151.7132939826739,1,40.0,-58.99327229084498
1427,2025-01-01 01:19:00,33.456672833238635,-88.95890350615834,308.06795692430046,33.17257866647751,112.38830516488659,42.53114120847631,21.263970799540814,17.8952397402499,35.362158363853936,39.68879782249189,40.32169192764502,1,1,80,Recon,117.40514350899376,0,40.0,-31.554914144298102
1508,2025-01-01 01:20:00,38.967884099060115,-82.7566118287126,157.1503845357647,29.58497848200979,153.88795014000806,-12.594608826234662,14.939941044297413,2.3511449824187314,27.015651542197567,26.292424763214704,88.7783026801786,0,0,81,Tracking,549.640881189179,1,69.3830510621755,-45.26961941866358
1775,2025-01-01 01:21:00,34.73961640262873,-84.2161308299359,410.1384601612542,35.78980994307274,232.278687304079,-1.9919380578177766,-13.661076169135033,19.80445069230148,17.142068716703733,37.54986220207201,76.01506074352424,0,1,82,Object Detection,598.7311827227558,0,40.0,-44.04140385789374
1942,2025-01-01 01:22:00,36.675577385210275,-87.25839333440194,208.56375217868575,19.193069031904738,268.27730736870046,-13.024442318676968,-22.9498895872576,4.188134278998672,16.482226351756672,49.77565636068964,63.81919275753095,0,0,83,Object Detection,148.62179738172676,1,68.40911620180337,-51.86489973144662
1034,2025-01-01 01:23:00,31.7231987120163,-89.20580631011013,298.67816912717865,32.106490711069924,83.60088872448353,16.426055710458016,-14.880106701355697,0.2355975257328402,7.388504880221888,34.311551641700945,68.76548271187713,0,1,84,Object Detection,89.44218179427105,1,70.35210786418706,-31.26953945683792
1205,2025-01-01 01:24:00,31.922890188086708,-89.1434175040357,213.70963717100668,24.886930209875885,145.9171298329032,14.600894249663376,25.24538706328402,19.948458781071082,16.026026682075727,24.190577259175782,27.28529456657448,1,0,85,Tracking,238.05479785895466,0,40.0,-45.556675778722195
1080,2025-01-01 01:25:00,30.40868616266479,-81.05809125335881,153.53134519987725,36.46669038516756,96.89816555698651,19.379007947622213,4.895330270985319,5.621477708902263,22.769159973172663,39.85020288039804,57.91358087289535,0,1,86,Surveillance,309.2959576111643,1,56.31505747690123,-35.248362419741525
1931,2025-01-01 01:26:00,31.689350630721645,-88.08132675281257,351.8230787566946,15.648941734925979,71.50738099027288,-20.867109334927125,2.0088125246869737,13.360389050251198,10.918151921439655,1.9172910749898242,35.49602342285616,0,0,87,Surveillance,170.60347342096142,0,49.00435337432022,-45.03105671333894
1561,2025-01-01 01:27:00,32.78590339031959,-86.76628437884479,121.73281392916152,32.835096673579045,282.01939919850184,-16.589836695234062,5.78361598154769,3.533646283526104,25.7076573196087,77.24978460963139,36.67069432070603,1,1,88,Surveillance,222.76945237122158,1,60.182228528228876,-43.2442087579802
1871,2025-01-01 01:28:00,31.770104842767466,-87.73343597773012,399.45809365048,17.410814215332948,327.33096999731725,-33.72738920134128,-8.038304055209085,11.604570643982834,33.061611363019296,17.09448935675858,72.90431698294934,1,1,89,Tracking,168.47019727349516,1,55.3758833026628,-65.47945389288768
1387,2025-01-01 01:29:00,30.887025337570556,-86.45003694168062,227.03471810444665,21.145722524601457,133.28358684644763,13.995897466150133,18.426421219170763,18.080699729091187,-2.265757590756942,4.390461363063725,92.90049214674305,1,0,90,Tracking,478.1007069535237,0,42.55578849419119,-64.82606509930905
1001,2025-01-01 01:30:00,31.206358711006008,-89.30576157253907,100.05387720179412,18.748392012943327,270.46041277455606,-41.41825853979127,1.3971749580149897,6.403623348568772,12.577351140871222,65.36986929050792,52.300528838267724,0,1,91,Object Detection,444.7920893535208,1,63.048610180217565,-40.85076752119854
1389,2025-01-01 01:31:00,34.607787680327256,-84.8094020909173,304.4516556948919,17.313511194752685,322.91830417118797,8.791410197111318,-22.995125833872265,13.405079520887185,10.401004564254055,77.39361288236722,36.61994184097523,0,1,92,Tracking,402.87381851093016,1,48.19507954494681,-65.16468554150502
1565,2025-01-01 01:32:00,32.06333718405793,-89.32387436407785,118.74076341104126,43.02843806242668,304.60471579088335,33.27262963664705,-22.256092510256224,3.75807177596833,24.373240202486407,81.38291315928431,71.89975497893234,0,1,93,Object Detection,269.0976428227706,1,58.15961291474323,-51.861496459923416
1105,2025-01-01 01:33:00,33.64269861048076,-81.99643492177638,210.46782312835978,21.428302706435613,65.81281987412133,35.17489334606702,2.211548790157103,12.495907974374505,2.4933732628964673,49.35091826605999,89.69496370802543,0,1,94,Object Detection,550.8821083096874,1,53.26352906883574,-67.5323844546649
1771,2025-01-01 01:34:00,35.03417270854857,-87.66287918089567,382.79059498228645,47.084951274577975,344.2650773448101,-4.58660156670345,26.19421308425035,6.729007036350203,22.012545747613814,20.53681846899853,79.86550408979926,0,0,95,Surveillance,583.5475724289108,1,50.98606069899053,-39.15083095954653
